Year,Qtr,Area Type,State,Area,Ownership,Industry,Annual Average Status Code,Annual Average Establishment Count,Annual Average Employment,Annual Total Wages,Annual Average Weekly Wage,Annual Average Pay,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2017,A,County,Iowa,"Cedar County, Iowa",Total Covered,"10 Total, all industries",,570,"5,417","199,903,813",710,"36,905",1.00,1.00
2017,A,County,Iowa,"Cerro Gordo County, Iowa",Total Covered,"10 Total, all industries",,"1,680","24,706","1,017,660,118",792,"41,190",1.00,1.00
2017,A,County,Iowa,"Cherokee County, Iowa",Total Covered,"10 Total, all industries",,450,"4,728","183,001,390",744,"38,704",1.00,1.00
2017,A,County,Iowa,"Chickasaw County, Iowa",Total Covered,"10 Total, all industries",,447,"4,791","194,984,889",783,"40,702",1.00,1.00
2017,A,County,Iowa,"Clarke County, Iowa",Total Covered,"10 Total, all industries",,241,"4,474","172,084,845",740,"38,460",1.00,1.00
2017,A,County,Iowa,"Clay County, Iowa",Total Covered,"10 Total, all industries",,723,"8,550","342,364,677",770,"40,045",1.00,1.00
2017,A,County,Iowa,"Clayton County, Iowa",Total Covered,"10 Total, all industries",,630,"6,747","263,838,823",752,"39,104",1.00,1.00
2017,A,County,Iowa,"Clinton County, Iowa",Total Covered,"10 Total, all industries",,"1,409","21,103","834,654,174",761,"39,552",1.00,1.00
2017,A,County,Iowa,"Crawford County, Iowa",Total Covered,"10 Total, all industries",,497,"6,886","284,998,352",796,"41,391",1.00,1.00
2017,A,County,Iowa,"Dallas County, Iowa",Total Covered,"10 Total, all industries",,"2,466","43,836","2,309,875,749","1,013","52,694",1.00,1.00
2017,A,County,Iowa,"Davis County, Iowa",Total Covered,"10 Total, all industries",,246,"2,102","77,116,904",706,"36,690",1.00,1.00
2017,A,County,Iowa,"Decatur County, Iowa",Total Covered,"10 Total, all industries",,226,"2,358","76,691,469",625,"32,523",1.00,1.00
2017,A,County,Iowa,"Delaware County, Iowa",Total Covered,"10 Total, all industries",,574,"6,642","276,013,205",799,"41,558",1.00,1.00
2017,A,County,Iowa,"Des Moines County, Iowa",Total Covered,"10 Total, all industries",,"1,355","22,182","921,426,153",799,"41,540",1.00,1.00
2017,A,County,Iowa,"Dickinson County, Iowa",Total Covered,"10 Total, all industries",,889,"9,832","357,435,654",699,"36,355",1.00,1.00
2017,A,County,Iowa,"Dubuque County, Iowa",Total Covered,"10 Total, all industries",,"3,256","58,097","2,567,367,649",850,"44,191",1.00,1.00
2017,A,County,Iowa,"Emmet County, Iowa",Total Covered,"10 Total, all industries",,338,"3,906","146,817,613",723,"37,587",1.00,1.00
2017,A,County,Iowa,"Fayette County, Iowa",Total Covered,"10 Total, all industries",,685,"7,113","252,811,850",683,"35,541",1.00,1.00
2017,A,County,Iowa,"Floyd County, Iowa",Total Covered,"10 Total, all industries",,507,"6,108","250,166,796",788,"40,956",1.00,1.00
2017,A,County,Iowa,"Franklin County, Iowa",Total Covered,"10 Total, all industries",,387,"3,889","158,931,816",786,"40,864",1.00,1.00
2017,A,County,Iowa,"Fremont County, Iowa",Total Covered,"10 Total, all industries",,270,"2,405","82,408,534",659,"34,270",1.00,1.00
2017,A,County,Iowa,"Greene County, Iowa",Total Covered,"10 Total, all industries",,335,"3,361","132,936,038",761,"39,555",1.00,1.00
2017,A,County,Iowa,"Grundy County, Iowa",Total Covered,"10 Total, all industries",,370,"4,009","174,167,887",835,"43,445",1.00,1.00
2017,A,County,Iowa,"Guthrie County, Iowa",Total Covered,"10 Total, all industries",,374,"3,039","119,867,464",759,"39,447",1.00,1.00
2017,A,County,Iowa,"Hamilton County, Iowa",Total Covered,"10 Total, all industries",,497,"5,925","232,830,367",756,"39,296",1.00,1.00
2017,A,County,Iowa,"Hancock County, Iowa",Total Covered,"10 Total, all industries",,373,"6,664","285,253,718",823,"42,806",1.00,1.00
2017,A,County,Iowa,"Hardin County, Iowa",Total Covered,"10 Total, all industries",,692,"7,149","281,200,031",756,"39,336",1.00,1.00
2017,A,County,Iowa,"Harrison County, Iowa",Total Covered,"10 Total, all industries",,445,"4,158","154,928,704",717,"37,260",1.00,1.00
2017,A,County,Iowa,"Henry County, Iowa",Total Covered,"10 Total, all industries",,627,"9,528","387,696,937",783,"40,691",1.00,1.00
2017,A,County,Iowa,"Howard County, Iowa",Total Covered,"10 Total, all industries",,341,"4,061","145,692,716",690,"35,880",1.00,1.00
2017,A,County,Iowa,"Humboldt County, Iowa",Total Covered,"10 Total, all industries",,366,"3,999","160,096,675",770,"40,030",1.00,1.00
2017,A,County,Iowa,"Ida County, Iowa",Total Covered,"10 Total, all industries",,295,"3,701","163,270,985",848,"44,118",1.00,1.00
2017,A,County,Iowa,"Iowa County, Iowa",Total Covered,"10 Total, all industries",,710,"10,170","396,517,669",750,"38,990",1.00,1.00
2017,A,County,Iowa,"Jackson County, Iowa",Total Covered,"10 Total, all industries",,681,"6,261","209,290,226",643,"33,429",1.00,1.00
2017,A,County,Iowa,"Jasper County, Iowa",Total Covered,"10 Total, all industries",,916,"11,484","432,874,689",725,"37,692",1.00,1.00
2017,A,County,Iowa,"Jefferson County, Iowa",Total Covered,"10 Total, all industries",,789,"7,555","296,462,161",755,"39,239",1.00,1.00
2017,A,County,Iowa,"Johnson County, Iowa",Total Covered,"10 Total, all industries",,"4,187","84,148","4,190,196,925",958,"49,796",1.00,1.00
2017,A,County,Iowa,"Jones County, Iowa",Total Covered,"10 Total, all industries",,635,"6,356","237,165,916",718,"37,313",1.00,1.00
2017,A,County,Iowa,"Keokuk County, Iowa",Total Covered,"10 Total, all industries",,309,"2,199","77,965,159",682,"35,460",1.00,1.00
2017,A,County,Iowa,"Kossuth County, Iowa",Total Covered,"10 Total, all industries",,627,"6,993","296,091,727",814,"42,340",1.00,1.00
2017,A,County,Iowa,"Lee County, Iowa",Total Covered,"10 Total, all industries",,"1,095","15,401","672,875,325",840,"43,689",1.00,1.00
2017,A,County,Iowa,"Linn County, Iowa",Total Covered,"10 Total, all industries",,"6,781","129,627","6,869,102,469","1,019","52,991",1.00,1.00
2017,A,County,Iowa,"Louisa County, Iowa",Total Covered,"10 Total, all industries",,265,"3,828","150,253,735",755,"39,248",1.00,1.00
2017,A,County,Iowa,"Lucas County, Iowa",Total Covered,"10 Total, all industries",,232,"3,377","137,379,034",782,"40,686",1.00,1.00
2017,A,County,Iowa,"Lyon County, Iowa",Total Covered,"10 Total, all industries",,502,"4,619","172,238,594",717,"37,288",1.00,1.00
2017,A,County,Iowa,"Madison County, Iowa",Total Covered,"10 Total, all industries",,487,"3,933","144,152,664",705,"36,654",1.00,1.00
2017,A,County,Iowa,"Mahaska County, Iowa",Total Covered,"10 Total, all industries",,630,"7,895","317,750,238",774,"40,249",1.00,1.00
2017,A,County,Iowa,"Marion County, Iowa",Total Covered,"10 Total, all industries",,976,"17,080","808,663,672",910,"47,345",1.00,1.00
2017,A,County,Iowa,"Marshall County, Iowa",Total Covered,"10 Total, all industries",,"1,023","17,130","745,674,965",837,"43,530",1.00,1.00
2017,A,County,Iowa,"Mills County, Iowa",Total Covered,"10 Total, all industries",,392,"3,635","155,945,025",825,"42,899",1.00,1.00
2017,A,County,Iowa,"Mitchell County, Iowa",Total Covered,"10 Total, all industries",,384,"3,889","155,019,155",767,"39,863",1.00,1.00
2017,A,County,Iowa,"Monona County, Iowa",Total Covered,"10 Total, all industries",,300,"2,649","91,832,128",667,"34,661",1.00,1.00
2017,A,County,Iowa,"Monroe County, Iowa",Total Covered,"10 Total, all industries",,246,"3,409","158,497,578",894,"46,496",1.00,1.00
2017,A,County,Iowa,"Montgomery County, Iowa",Total Covered,"10 Total, all industries",,389,"4,088","160,560,973",755,"39,275",1.00,1.00
2017,A,County,Iowa,"Muscatine County, Iowa",Total Covered,"10 Total, all industries",,"1,180","23,437","1,158,765,469",951,"49,443",1.00,1.00
2017,A,County,Iowa,"Obrien County, Iowa",Total Covered,"10 Total, all industries",,590,"6,410","232,255,588",697,"36,235",1.00,1.00
2017,A,County,Iowa,"Osceola County, Iowa",Total Covered,"10 Total, all industries",,258,"2,458","95,484,889",747,"38,851",1.00,1.00
2017,A,County,Iowa,"Page County, Iowa",Total Covered,"10 Total, all industries",,486,"6,076","235,636,085",746,"38,780",1.00,1.00
2017,A,County,Iowa,"Palo Alto County, Iowa",Total Covered,"10 Total, all industries",,357,"3,866","139,469,479",694,"36,077",1.00,1.00
2017,A,County,Iowa,"Plymouth County, Iowa",Total Covered,"10 Total, all industries",,826,"11,410","518,607,518",874,"45,451",1.00,1.00
2017,A,County,Iowa,"Pocahontas County, Iowa",Total Covered,"10 Total, all industries",,284,"2,913","125,705,723",830,"43,155",1.00,1.00
2017,A,County,Iowa,"Polk County, Iowa",Total Covered,"10 Total, all industries",,"17,308","298,553","16,643,324,887","1,072","55,747",1.00,1.00
2017,A,County,Iowa,"Pottawattamie County, Iowa",Total Covered,"10 Total, all industries",,"2,559","38,736","1,568,675,524",779,"40,497",1.00,1.00
2017,A,County,Iowa,"Poweshiek County, Iowa",Total Covered,"10 Total, all industries",,644,"10,211","432,463,822",814,"42,351",1.00,1.00
2017,A,County,Iowa,"Ringgold County, Iowa",Total Covered,"10 Total, all industries",,183,"1,417","49,730,194",675,"35,106",1.00,1.00
2017,A,County,Iowa,"Sac County, Iowa",Total Covered,"10 Total, all industries",,383,"3,018","110,115,607",702,"36,484",1.00,1.00
2017,A,County,Iowa,"Scott County, Iowa",Total Covered,"10 Total, all industries",,"5,584","90,939","4,007,856,236",848,"44,072",1.00,1.00
2017,A,County,Iowa,"Shelby County, Iowa",Total Covered,"10 Total, all industries",,445,"5,808","224,757,609",744,"38,697",1.00,1.00
2017,A,County,Iowa,"Sioux County, Iowa",Total Covered,"10 Total, all industries",,"1,446","20,448","825,574,530",776,"40,375",1.00,1.00
2017,A,County,Iowa,"Story County, Iowa",Total Covered,"10 Total, all industries",,"2,573","46,304","2,246,605,194",933,"48,519",1.00,1.00
2017,A,County,Iowa,"Tama County, Iowa",Total Covered,"10 Total, all industries",,439,"5,672","208,943,105",708,"36,840",1.00,1.00
2017,A,County,Iowa,"Taylor County, Iowa",Total Covered,"10 Total, all industries",,183,"2,060","74,094,162",692,"35,971",1.00,1.00
2017,A,County,Iowa,"Union County, Iowa",Total Covered,"10 Total, all industries",,435,"6,232","235,330,889",726,"37,765",1.00,1.00
2017,A,County,Iowa,"Van Buren County, Iowa",Total Covered,"10 Total, all industries",,212,"2,027","67,160,485",637,"33,136",1.00,1.00
2017,A,County,Iowa,"Wapello County, Iowa",Total Covered,"10 Total, all industries",,878,"16,128","639,911,885",763,"39,677",1.00,1.00
2017,A,County,Iowa,"Warren County, Iowa",Total Covered,"10 Total, all industries",,"1,051","11,334","431,365,486",732,"38,061",1.00,1.00
2017,A,County,Iowa,"Washington County, Iowa",Total Covered,"10 Total, all industries",,781,"8,263","288,175,525",671,"34,876",1.00,1.00
2017,A,County,Iowa,"Wayne County, Iowa",Total Covered,"10 Total, all industries",,193,"1,838","68,253,599",714,"37,128",1.00,1.00
2017,A,County,Iowa,"Webster County, Iowa",Total Covered,"10 Total, all industries",,"1,215","18,311","803,610,632",844,"43,888",1.00,1.00
2017,A,County,Iowa,"Winnebago County, Iowa",Total Covered,"10 Total, all industries",,397,"4,351","152,893,794",676,"35,141",1.00,1.00
2017,A,County,Iowa,"Winneshiek County, Iowa",Total Covered,"10 Total, all industries",,730,"10,321","406,132,798",757,"39,351",1.00,1.00
2017,A,County,Iowa,"Woodbury County, Iowa",Total Covered,"10 Total, all industries",,"3,196","51,299","2,076,729,110",779,"40,483",1.00,1.00
2017,A,County,Iowa,"Worth County, Iowa",Total Covered,"10 Total, all industries",,238,"2,346","82,108,122",673,"35,002",1.00,1.00
2017,A,County,Iowa,"Wright County, Iowa",Total Covered,"10 Total, all industries",,511,"5,554","229,632,562",795,"41,347",1.00,1.00
2017,A,County,Kansas,"Allen County, Kansas",Total Covered,"10 Total, all industries",,373,"5,494","187,036,087",655,"34,042",1.00,1.00
2017,A,County,Kansas,"Anderson County, Kansas",Total Covered,"10 Total, all industries",,224,"2,068","69,846,106",650,"33,783",1.00,1.00
2017,A,County,Kansas,"Atchison County, Kansas",Total Covered,"10 Total, all industries",,393,"5,545","222,400,179",771,"40,111",1.00,1.00
2017,A,County,Kansas,"Barber County, Kansas",Total Covered,"10 Total, all industries",,229,"1,666","55,432,307",640,"33,264",1.00,1.00
2017,A,County,Kansas,"Barton County, Kansas",Total Covered,"10 Total, all industries",,985,"12,352","450,703,328",702,"36,490",1.00,1.00
2017,A,County,Kansas,"Bourbon County, Kansas",Total Covered,"10 Total, all industries",,363,"6,295","208,170,962",636,"33,068",1.00,1.00
2017,A,County,Kansas,"Brown County, Kansas",Total Covered,"10 Total, all industries",,343,"5,133","197,926,809",742,"38,558",1.00,1.00
2017,A,County,Kansas,"Butler County, Kansas",Total Covered,"10 Total, all industries",,"1,420","18,565","683,604,230",708,"36,823",1.00,1.00
2017,A,County,Kansas,"Chase County, Kansas",Total Covered,"10 Total, all industries",,85,894,"30,150,207",648,"33,719",1.00,1.00
2017,A,County,Kansas,"Chautauqua County, Kansas",Total Covered,"10 Total, all industries",,102,739,"21,072,291",548,"28,505",1.00,1.00
2017,A,County,Kansas,"Cherokee County, Kansas",Total Covered,"10 Total, all industries",,403,"5,828","220,685,098",728,"37,870",1.00,1.00
2017,A,County,Kansas,"Cheyenne County, Kansas",Total Covered,"10 Total, all industries",,128,904,"27,553,007",586,"30,465",1.00,1.00
2017,A,County,Kansas,"Clark County, Kansas",Total Covered,"10 Total, all industries",,84,724,"27,746,490",737,"38,315",1.00,1.00
2017,A,County,Kansas,"Clay County, Kansas",Total Covered,"10 Total, all industries",,277,"2,987","90,111,280",580,"30,172",1.00,1.00
2017,A,County,Kansas,"Cloud County, Kansas",Total Covered,"10 Total, all industries",,304,"3,133","88,615,162",544,"28,281",1.00,1.00
2017,A,County,Kansas,"Coffey County, Kansas",Total Covered,"10 Total, all industries",,278,"3,665","212,895,996","1,117","58,088",1.00,1.00
2017,A,County,Kansas,"Comanche County, Kansas",Total Covered,"10 Total, all industries",,97,645,"17,490,157",521,"27,103",1.00,1.00
2017,A,County,Kansas,"Cowley County, Kansas",Total Covered,"10 Total, all industries",,801,"14,201","541,696,052",734,"38,145",1.00,1.00
2017,A,County,Kansas,"Crawford County, Kansas",Total Covered,"10 Total, all industries",,967,"17,233","582,389,263",650,"33,794",1.00,1.00
2017,A,County,Kansas,"Decatur County, Kansas",Total Covered,"10 Total, all industries",,142,957,"25,443,304",511,"26,577",1.00,1.00
2017,A,County,Kansas,"Dickinson County, Kansas",Total Covered,"10 Total, all industries",,524,"6,409","207,236,898",622,"32,335",1.00,1.00
2017,A,County,Kansas,"Doniphan County, Kansas",Total Covered,"10 Total, all industries",,206,"2,195","75,268,012",660,"34,295",1.00,1.00
2017,A,County,Kansas,"Douglas County, Kansas",Total Covered,"10 Total, all industries",,"3,007","49,218","1,875,469,820",733,"38,106",1.00,1.00
2017,A,County,Kansas,"Edwards County, Kansas",Total Covered,"10 Total, all industries",,141,954,"33,883,815",683,"35,511",1.00,1.00
2017,A,County,Kansas,"Elk County, Kansas",Total Covered,"10 Total, all industries",,94,601,"13,942,127",446,"23,205",1.00,1.00
2017,A,County,Kansas,"Ellis County, Kansas",Total Covered,"10 Total, all industries",,"1,129","15,098","551,273,040",702,"36,514",1.00,1.00
2017,A,County,Kansas,"Ellsworth County, Kansas",Total Covered,"10 Total, all industries",,195,"2,243","77,238,888",662,"34,439",1.00,1.00
2017,A,County,Kansas,"Finney County, Kansas",Total Covered,"10 Total, all industries",,"1,103","18,843","741,358,504",757,"39,344",1.00,1.00
2017,A,County,Kansas,"Ford County, Kansas",Total Covered,"10 Total, all industries",,855,"17,576","685,675,554",750,"39,011",1.00,1.00
2017,A,County,Kansas,"Franklin County, Kansas",Total Covered,"10 Total, all industries",,640,"9,453","352,844,946",718,"37,326",1.00,1.00
2017,A,County,Kansas,"Geary County, Kansas",Total Covered,"10 Total, all industries",,698,"12,919","505,561,699",753,"39,132",1.00,1.00
2017,A,County,Kansas,"Gove County, Kansas",Total Covered,"10 Total, all industries",,156,"1,217","38,412,599",607,"31,559",1.00,1.00
2017,A,County,Kansas,"Graham County, Kansas",Total Covered,"10 Total, all industries",,118,818,"28,711,142",675,"35,092",1.00,1.00
2017,A,County,Kansas,"Grant County, Kansas",Total Covered,"10 Total, all industries",,247,"2,994","128,238,863",824,"42,832",1.00,1.00
2017,A,County,Kansas,"Gray County, Kansas",Total Covered,"10 Total, all industries",,459,"3,269","118,194,683",695,"36,162",1.00,1.00
2017,A,County,Kansas,"Greeley County, Kansas",Total Covered,"10 Total, all industries",,74,674,"21,585,046",616,"32,033",1.00,1.00
2017,A,County,Kansas,"Greenwood County, Kansas",Total Covered,"10 Total, all industries",,218,"1,649","50,914,226",594,"30,877",1.00,1.00
2017,A,County,Kansas,"Hamilton County, Kansas",Total Covered,"10 Total, all industries",,98,"1,373","47,910,168",671,"34,892",1.00,1.00
2017,A,County,Kansas,"Harper County, Kansas",Total Covered,"10 Total, all industries",,226,"2,137","73,403,626",661,"34,353",1.00,1.00
2017,A,County,Kansas,"Harvey County, Kansas",Total Covered,"10 Total, all industries",,780,"13,899","513,026,315",710,"36,912",1.00,1.00
2017,A,County,Kansas,"Haskell County, Kansas",Total Covered,"10 Total, all industries",,165,"1,852","74,357,518",772,"40,159",1.00,1.00
2017,A,County,Kansas,"Hodgeman County, Kansas",Total Covered,"10 Total, all industries",,81,550,"17,971,748",628,"32,676",1.00,1.00
2017,A,County,Kansas,"Jackson County, Kansas",Total Covered,"10 Total, all industries",,315,"4,124","135,786,934",633,"32,927",1.00,1.00
